gene_name	panel_count	gene_synonyms	gene_description
MIR130A	1	MIRN130A|miRNA130A|mir-130a	microRNA 130a
MIR330	1	MIRN330|hsa-mir-330|mir-330	microRNA 330
MIR335	1	MIRN335|hsa-mir-335|miRNA335|mir-335	microRNA 335
FAM129B	1	C9orf88|MEG-3|MINERVA|OC58|bA356B19.6	family with sequence similarity 129 member B
MIR339	1	MIRN339|hsa-mir-339|mir-339	microRNA 339
BMX	1	ETK|PSCTK2|PSCTK3	BMX non-receptor tyrosine kinase
TNKS2	1	ARTD6|PARP-5b|PARP-5c|PARP5B|PARP5C|TANK2|TNKL|pART6	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
COX6C	1	-	cytochrome c oxidase subunit VIc
MIR33A	1	MIR33|MIRN33|MIRN33A|hsa-mir-33|hsa-mir-33a|miR-33|miRNA33A|mir-33a	microRNA 33a
BUB1	1	BUB1A|BUB1L|hBUB1	BUB1, mitotic checkpoint serine/threonine kinase
ZNF180	1	HHZ168	zinc finger protein 180
BUB3	1	BUB3L|hBUB3	BUB3 mitotic checkpoint protein
CCDC6	1	D10S170|H4|PTC|TPC|TST1	coiled-coil domain containing 6
EPOR	1	EPO-R	erythropoietin receptor
MGA	1	MAD5|MXD5	MGA, MAX dimerization protein
MIR520C	1	MIRN520C	microRNA 520c
SCN5A	1	CDCD2|CMD1E|CMPD2|HB1|HB2|HBBD|HH1|ICCD|IVF|LQT3|Nav1.5|PFHB1|SSS1|VF1	sodium channel, voltage gated, type V alpha subunit
CYP2A6	1	CPA6|CYP2A|CYP2A3|CYPIIA6|P450C2A|P450PB	cytochrome P450 family 2 subfamily A member 6
NUMB	1	C14orf41|S171|c14_5527	numb homolog (Drosophila)
TPM3	1	CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30	tropomyosin 3
PRPF40B	1	HYPC	pre-mRNA processing factor 40 homolog B
CNBP	1	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	CCHC-type zinc finger, nucleic acid binding protein
TNFSF10	1	APO2L|Apo-2L|CD253|TL2|TRAIL	tumor necrosis factor superfamily member 10
SPRY4	1	HH17	sprouty RTK signaling antagonist 4
LUM	1	LDC|SLRR2D	lumican
INTS12	1	INT12|PHF22|SBBI22	integrator complex subunit 12
RANBP3	1	-	RAN binding protein 3
CEP250	1	C-NAP1|CEP2|CNAP1	centrosomal protein 250kDa
GNB1	1	-	guanine nucleotide binding protein (G protein), beta polypeptide 1
AIM2	1	PYHIN4	absent in melanoma 2
RSRC1	1	BM-011|SFRS21|SRrp53	arginine/serine-rich coiled-coil 1
PIP5K1A	1	-	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
STX2	1	EPIM|EPM|STX2A|STX2B|STX2C	syntaxin 2
MYO9A	1	-	myosin IXA
TGFB2	1	LDS4|TGF-beta2	transforming growth factor beta 2
TGFB3	1	ARVD|ARVD1|RNHF|TGF-beta3	transforming growth factor beta 3
TRIO	1	ARHGEF23|tgat	trio Rho guanine nucleotide exchange factor
CCNB1IP1	1	C14orf18|HEI10	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase
TSLP	1	-	thymic stromal lymphopoietin
MEGF6	1	EGFL3	multiple EGF-like-domains 6
YWHAZ	1	14-3-3-zeta|HEL-S-3|HEL-S-93|HEL4|KCIP-1|YWHAD	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta
ETS2	1	ETS2IT1	v-ets avian erythroblastosis virus E26 oncogene homolog 2
FCRL4	1	CD307d|FCRH4|IGFP2|IRTA1	Fc receptor-like 4
NR4A2	1	HZF-3|NOT|NURR1|RNR1|TINUR	nuclear receptor subfamily 4 group A member 2
CHRM3	1	EGBRS|HM3|PBS	cholinergic receptor, muscarinic 3
CCNB3	1	-	cyclin B3
CCT2	1	99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta	chaperonin containing TCP1, subunit 2 (beta)
CUL4B	1	CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2	cullin 4B
TGFBI	1	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	transforming growth factor beta induced
MMP3	1	CHDS6|MMP-3|SL-1|STMY|STMY1|STR1	matrix metallopeptidase 3
MMP1	1	CLG|CLGN	matrix metallopeptidase 1
GNPTAB	1	GNPTA|ICD	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
FCHO2	1	-	FCH domain only 2
MIR650	1	MIRN650|hsa-mir-650	microRNA 650
MIR657	1	MIRN657|hsa-mir-657	microRNA 657
MIR656	1	MIRN656|hsa-mir-656|mir-656	microRNA 656
MIR655	1	MIRN655|hsa-mir-655|mir-655	microRNA 655
ERBB2IP	1	ERBIN|HEL-S-78|LAP2	erbb2 interacting protein
TIMP1	1	CLGI|EPA|EPO|HCI|TIMP	TIMP metallopeptidase inhibitor 1
CBFA2T3	1	ETO2|MTG16|MTGR2|ZMYND4	core-binding factor, runt domain, alpha subunit 2; translocated to, 3
MC1R	1	CMM5|MSH-R|SHEP2	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)
VRK2	1	-	vaccinia related kinase 2
NR2C2	1	TAK1|TR4	nuclear receptor subfamily 2 group C member 2
USP32	1	NY-REN-60|USP10	ubiquitin specific peptidase 32
ADCY1	1	AC1|DFNB44	adenylate cyclase 1 (brain)
RUNX2	1	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	runt-related transcription factor 2
RBX1	1	BA554C12.1|RNF75|ROC1	ring-box 1, E3 ubiquitin protein ligase
SOX2-OT	1	NCRNA00043|SOX2OT	SOX2 overlapping transcript
DOCK8	1	HEL-205|MRD2|ZIR8	dedicator of cytokinesis 8
MIR146B	1	MIRN146B|miRNA146B|mir-146b	microRNA 146b
MIR146A	1	MIRN146|MIRN146A|miR-146a|miRNA146A	microRNA 146a
DOCK2	1	IMD40	dedicator of cytokinesis 2
GRIA3	1	GLUR-C|GLUR-K3|GLUR3|GLURC|GluA3|MRX94	glutamate receptor, ionotropic, AMPA 3
MED23	1	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2	mediator complex subunit 23
DOCK7	1	EIEE23|ZIR2	dedicator of cytokinesis 7
DOCK4	1	-	dedicator of cytokinesis 4
XRCC1	1	RCC	X-ray repair complementing defective repair in Chinese hamster cells 1
XRCC5	1	KARP-1|KARP1|KU80|KUB2|Ku86|NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5
MIR433	1	MIRN433|hsa-mir-433|miRNA433|mir-433	microRNA 433
MIR432	1	MIRN432|hsa-mir-432|mir-432	microRNA 432
MIR18A	1	MIR18|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A|mir-18a	microRNA 18a
JMJD1C	1	TRIP-8|TRIP8	jumonji domain containing 1C
EPHB2	1	CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5	EPH receptor B2
MIR1266	1	MIRN1266|hsa-mir-1266|mir-1266	microRNA 1266
PAPD5	1	TRF4-2	PAP associated domain containing 5
GPHN	1	GEPH|GPH|GPHRYN|HKPX1|MOCODC	gephyrin
ESR2	1	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	estrogen receptor 2 (ER beta)
GSTT1	1	-	glutathione S-transferase theta 1
CD276	1	4Ig-B7-H3|B7-H3|B7H3|B7RP-2	CD276 molecule
RHBDF2	1	RHBDL5|RHBDL6|TEC|TOC|TOCG|iRhom2	rhomboid 5 homolog 2 (Drosophila)
MIR328	1	MIRN328|hsa-mir-328|mir-328	microRNA 328
MIR326	1	MIRN326|hsa-mir-326|mir-326	microRNA 326
RPSAP58	1	RPSA_30_1642	ribosomal protein SA pseudogene 58
NADK	1	dJ283E3.1	NAD kinase
RPP38	1	-	ribonuclease P/MRP 38kDa subunit
YY1	1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	YY1 transcription factor
FBXO4	1	FBX4	F-box protein 4
WHSC1L1	1	NSD3|pp14328	Wolf-Hirschhorn syndrome candidate 1-like 1
CTNND1	1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin delta 1
FBXO7	1	FBX|FBX07|FBX7|PARK15|PKPS	F-box protein 7
SH3GL1	1	CNSA1|EEN|SH3D2B|SH3P8	SH3-domain GRB2-like 1
GOLGA5	1	GOLIM5|RFG5|ret-II	golgin A5
TAL2	1	-	T-cell acute lymphocytic leukemia 2
PLA2G2A	1	MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2	phospholipase A2 group IIA
EZH1	1	KMT6B	enhancer of zeste 1 polycomb repressive complex 2 subunit
MIR92B	1	MIRN92B|hsa-mir-92b|mir-92b	microRNA 92b
MAGOH	1	MAGOH1|MAGOHA	mago homolog, exon junction complex core component
SLC5A5	1	NIS|TDH1	solute carrier family 5 (sodium/iodide cotransporter), member 5
CMSS1	1	C3orf26	cms1 ribosomal small subunit homolog (yeast)
HMGXB4	1	HMG2L1|HMGBCG|THC211630	HMG box domain containing 4
MIR17	1	MIR17-5p|MIR91|MIRN17|MIRN91|hsa-mir-17|miR-17|miR17-3p|miRNA17|miRNA91	microRNA 17
MYBL2	1	B-MYB|BMYB	v-myb avian myeloblastosis viral oncogene homolog-like 2
WASF3	1	Brush-1|SCAR3|WAVE3	WAS protein family member 3
MLLT6	1	AF17	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6
TNFRSF10C	1	CD263|DCR1|DCR1-TNFR|LIT|TRAIL-R3|TRAILR3|TRID	tumor necrosis factor receptor superfamily member 10c, decoy without an intracellular domain
FAH	1	-	fumarylacetoacetate hydrolase (fumarylacetoacetase)
HNRNPA2B1	1	HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1
ZCCHC7	1	AIR1|HSPC086	zinc finger, CCHC domain containing 7
SLC22A1	1	HOCT1|OCT1|oct1_cds	solute carrier family 22 (organic cation transporter), member 1
SLC22A2	1	OCT2	solute carrier family 22 (organic cation transporter), member 2
TP53BP1	1	53BP1|TP53|p202|p53BP1	tumor protein p53 binding protein 1
CASP2	1	CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57	caspase 2
CASP3	1	CPP32|CPP32B|SCA-1	caspase 3
FAM166A	1	HSD46	family with sequence similarity 166 member A
DRD2	1	D2DR|D2R	dopamine receptor D2
PLK3	1	CNK|FNK|PLK-3|PRK	polo-like kinase 3
CDX2	1	CDX-3|CDX2/AS|CDX3	caudal type homeobox 2
PLK4	1	MCCRP2|SAK|STK18	polo-like kinase 4
CHML	1	REP2	choroideremia-like (Rab escort protein 2)
AHCYL1	1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	adenosylhomocysteinase like 1
POLQ	1	PRO0327	polymerase (DNA directed), theta
AHCYL2	1	ADOHCYASE3|IRBIT2	adenosylhomocysteinase-like 2
FSTL3	1	FLRG|FSRP	follistatin-like 3 (secreted glycoprotein)
RALGAPA1	1	GARNL1|GRIPE|RalGAPalpha1|TULIP1|p240	Ral GTPase activating protein, alpha subunit 1 (catalytic)
SEPT12	1	SPGF10	septin 12
SOD2	1	IPOB|MNSOD|MVCD6	superoxide dismutase 2, mitochondrial
MTM1	1	CNM|MTMX|XLMTM	myotubularin 1
PRRC2A	1	BAT2|D6S51|D6S51E|G2	proline-rich coiled-coil 2A
KLHL8	1	-	kelch like family member 8
SLC4A5	1	NBC4	solute carrier family 4 (sodium bicarbonate cotransporter), member 5
TNFRSF10A	1	APO2|CD261|DR4|TRAILR-1|TRAILR1	tumor necrosis factor receptor superfamily member 10a
NPRL3	1	C16orf35|CGTHBA|HS-40|MARE|NPR3|RMD11	NPR3-like, GATOR1 complex subunit
NPRL2	1	NPR2|NPR2L|TUSC4	NPR2-like, GATOR1 complex subunit
PLXNB2	1	MM1|Nbla00445|PLEXB2|dJ402G11.3	plexin B2
MIR223	1	MIRN223|miRNA223|mir-223	microRNA 223
MIR221	1	MIRN221|miRNA221|mir-221	microRNA 221
MIR224	1	MIRN224|miRNA224	microRNA 224
DDX5	1	G17P1|HLR1|HUMP68|p68	DEAD (Asp-Glu-Ala-Asp) box helicase 5
SIRT4	1	SIR2L4	sirtuin 4
SERPINB13	1	HSHUR7SEQ|HUR7|PI13|headpin	serpin peptidase inhibitor, clade B (ovalbumin), member 13
PLEC	1	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	plectin
ITPRIP	1	DANGER|KIAA1754|bA127L20|bA127L20.2	inositol 1,4,5-trisphosphate receptor interacting protein
MIR139	1	MIR139-3p|MIRN139|mir-139	microRNA 139
MIR136	1	MIRN136|miRNA136|mir-136	microRNA 136
MIR137	1	MIRN137|miR-137	microRNA 137
MIR134	1	MIRN134|mir-134	microRNA 134
MIR132	1	MIRN132|miRNA132|mir-132	microRNA 132
FNBP1	1	FBP17	formin binding protein 1
RFWD2	1	COP1|RNF200	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase
MIR1258	1	MIRN1258|hsa-mir-1258|mir-1258	microRNA 1258
ACE	1	ACE1|CD143|DCP|DCP1|ICH|MVCD3	angiotensin I converting enzyme
EPHA6	1	EHK-2|EHK2|EK12|EPA6|HEK12|PRO57066	EPH receptor A6
ATP5B	1	ATPMB|ATPSB|HEL-S-271	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
HFE	1	HFE1|HH|HLA-H|MVCD7|TFQTL2	hemochromatosis
GNAI1	1	Gi	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1
KDM6B	1	JMJD3	lysine (K)-specific demethylase 6B
PDSS2	1	C6orf210|COQ10D3|DLP1|bA59I9.3|hDLP1	prenyl (decaprenyl) diphosphate synthase, subunit 2
ICOSLG	1	B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|LICOS	inducible T-cell co-stimulator ligand
TNFRSF13B	1	CD267|CVID|CVID2|IGAD2|RYZN|TACI|TNFRSF14B	tumor necrosis factor receptor superfamily member 13B
GOPC	1	CAL|FIG|GOPC1|PIST|dJ94G16.2	golgi-associated PDZ and coiled-coil motif containing
TRPS1	1	GC79|LGCR	trichorhinophalangeal syndrome I
KRT20	1	CD20|CK-20|CK20|K20|KRT21	keratin 20, type I
MIR122	1	MIR122A|MIRN122|MIRN122A|hsa-mir-122|miRNA122|miRNA122A|mir-122	microRNA 122
MIR125A	1	MIRN125A|miRNA125A|mir-125a	microRNA 125a
RPS15	1	RIG|S15	ribosomal protein S15
RPS14	1	EMTB|S14	ribosomal protein S14
TMSB4X	1	FX|PTMB4|TB4X|TMSB4	thymosin beta 4, X-linked
RIPK1	1	RIP|RIP-1|RIP1	receptor interacting serine/threonine kinase 1
LATS1	1	WARTS|wts	large tumor suppressor kinase 1
PSENEN	1	MDS033|MSTP064|PEN-2|PEN2	presenilin enhancer gamma secretase subunit
TXK	1	BTKL|PSCTK5|PTK4|RLK|TKL	TXK tyrosine kinase
TG	1	AITD3|TGN	thyroglobulin
DAPK1	1	DAPK	death-associated protein kinase 1
TYMP	1	ECGF|ECGF1|MEDPS1|MNGIE|MTDPS1|PDECGF|TP|hPD-ECGF	thymidine phosphorylase
NR3C1	1	GCCR|GCR|GCRST|GR|GRL	nuclear receptor subfamily 3 group C member 1
CANT1	1	DBQD|SCAN-1|SCAN1|SHAPY	calcium activated nucleotidase 1
RXRA	1	NR2B1	retinoid X receptor alpha
MIR22	1	MIRN22|hsa-mir-22|miR-22	microRNA 22
MIR21	1	MIRN21|hsa-mir-21|miR-21|miRNA21	microRNA 21
MIR25	1	MIRN25|hsa-mir-25|miR-25	microRNA 25
TIAF1	1	MAJN|SPR210	TGFB1-induced anti-apoptotic factor 1
PTPRS	1	PTPSIGMA	protein tyrosine phosphatase, receptor type, S
CLP1	1	HEAB|hClp1	cleavage and polyadenylation factor I subunit 1
POU2F2	1	OCT2|OTF2|Oct-2	POU class 2 homeobox 2
EZR	1	CVIL|CVL|HEL-S-105|VIL2	ezrin
G3BP1	1	G3BP|HDH-VIII	GTPase activating protein (SH3 domain) binding protein 1
TUBA1A	1	B-ALPHA-1|LIS3|TUBA3	tubulin alpha 1a
STK19	1	D6S60|D6S60E|G11|HLA-RP1|RP1	serine/threonine kinase 19
DIAPH1	1	DFNA1|DIA1|DRF1|LFHL1|SCBMS|hDIA1	diaphanous related formin 1
SMARCD3	1	BAF60C|CRACD3|Rsc6p	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
SMARCD2	1	BAF60B|CRACD2|PRO2451|Rsc6p	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
POU2AF1	1	BOB1|OBF-1|OBF1|OCAB	POU class 2 associating factor 1
RMRP	1	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease
HHIP	1	HIP	hedgehog interacting protein
TNFSF13	1	APRIL|CD256|TALL-2|TALL2|TRDL-1|UNQ383/PRO715|ZTNF2	tumor necrosis factor superfamily member 13
LMO3	1	RBTN3|RBTNL2|RHOM3|Rhom-3	LIM domain only 3
DIRAS3	1	ARHI|NOEY2	DIRAS family, GTP-binding RAS-like 3
MIR23A	1	MIRN23A|hsa-mir-23a|miRNA23A|mir-23a	microRNA 23a
MIR23B	1	MIRN23B|hsa-mir-23b|miRNA23B|mir-23b	microRNA 23b
UROD	1	PCT|UPD	uroporphyrinogen decarboxylase
SERPINE1	1	PAI|PAI-1|PAI1|PLANH1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
IFNL3	1	IL-28B|IL28B|IL28C	interferon, lambda 3
EPPK1	1	EPIPL|EPIPL1	epiplakin 1
CAV1	1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	caveolin 1
HMMR	1	CD168|IHABP|RHAMM	hyaluronan-mediated motility receptor (RHAMM)
RAP1GDS1	1	GDS1|SmgGDS	RAP1, GTP-GDP dissociation stimulator 1
GDI1	1	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	GDP dissociation inhibitor 1
PRDM2	1	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	PR domain containing 2, with ZNF domain
MYBBP1A	1	P160|PAP2	MYB binding protein (P160) 1a
FLNA	1	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	filamin A, alpha
EIF4A2	1	BM-010|DDX2B|EIF4A|EIF4F|eIF-4A-II|eIF4A-II	eukaryotic translation initiation factor 4A2
CYP2J2	1	CPJ2	cytochrome P450 family 2 subfamily J member 2
GIGYF2	1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	GRB10 interacting GYF protein 2
MIR34A	1	MIRN34A|miRNA34A|mir-34|mir-34a	microRNA 34a
MIR34C	1	MIRN34C|miRNA34C|mir-34c	microRNA 34c
MIR34B	1	MIRN34B|miRNA34B|mir-34b	microRNA 34b
NBPF1	1	AB13|AB14|AB23|AD2|NBG|NBPF	neuroblastoma breakpoint family member 1
TFPT	1	FB1|INO80F|amida	TCF3 (E2A) fusion partner (in childhood Leukemia)
MIR127	1	MIRN127|miRNA127|mir-127	microRNA 127
MIR126	1	MIRN126|miRNA126|mir-126	microRNA 126
MVP	1	LRP|VAULT1	major vault protein
NAT2	1	AAC2|NAT-2|PNAT	N-acetyltransferase 2 (arylamine N-acetyltransferase)
MIR1247	1	MIRN1247|hsa-mir-1247|mir-1247	microRNA 1247
MXRA5	1	-	matrix-remodelling associated 5
YAP1	1	COB1|YAP|YAP2|YAP65|YKI	Yes associated protein 1
F5	1	FVL|PCCF|RPRGL1|THPH2	coagulation factor V (proaccelerin, labile factor)
SSTR2	1	-	somatostatin receptor 2
MIR340	1	MIRN340|hsa-mir-340|mir-340	microRNA 340
MIR342	1	MIRN342|hsa-mir-342	microRNA 342
MIR345	1	MIRN345|hsa-mir-345|mir-345	microRNA 345
MIR346	1	MIRN346|hsa-mir-346|miR-346|miRNA346	microRNA 346
TOX	1	TOX1	thymocyte selection associated high mobility group box
PSMD9	1	Rpn4|p27	proteasome 26S subunit, non-ATPase 9
PSMD8	1	HEL-S-91n|HIP6|HYPF|Nin1p|Rpn12|S14|p31	proteasome 26S subunit, non-ATPase 8
PSMD5	1	S5B	proteasome 26S subunit, non-ATPase 5
TOM1	1	-	target of myb1 membrane trafficking protein
PSMD7	1	MOV34|P40|Rpn8|S12	proteasome 26S subunit, non-ATPase 7
PSMD6	1	Rpn7|S10|SGA-113M|p42A|p44S10	proteasome 26S subunit, non-ATPase 6
PSMD1	1	P112|Rpn2|S1	proteasome 26S subunit, non-ATPase 1
PSMD3	1	P58|RPN3|S3|TSTA2	proteasome 26S subunit, non-ATPase 3
PSMD2	1	P97|RPN1|S2|TRAP2	proteasome 26S subunit, non-ATPase 2
SOX9-AS1	1	-	SOX9 antisense RNA 1
CPSF3	1	CPSF-73|CPSF73	cleavage and polyadenylation specific factor 3
EPS15	1	AF-1P|AF1P|MLLT5	epidermal growth factor receptor pathway substrate 15
CNOT3	1	LENG2|NOT3|NOT3H	CCR4-NOT transcription complex subunit 3
RYBP	1	AAP1|APAP-1|DEDAF|YEAF1	RING1 and YY1 binding protein
AARS2	1	AARSL|COXPD8|LKENP|MT-ALARS|MTALARS	alanyl-tRNA synthetase 2, mitochondrial
MIR518B	1	MIRN518B|mir-518b	microRNA 518b
APOL2	1	APOL-II|APOL3	apolipoprotein L2
ITGB1	1	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	integrin subunit beta 1
ITGB7	1	-	integrin subunit beta 7
TTLL9	1	C20orf125	tubulin tyrosine ligase like 9
PPFIA4	1	-	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
ABO	1	A3GALNT|A3GALT1|GTB|NAGAT	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
LCP1	1	CP64|HEL-S-37|L-PLASTIN|LC64P|LPL|PLS2	lymphocyte cytosolic protein 1 (L-plastin)
PRCC	1	RCCP1|TPRC	papillary renal cell carcinoma (translocation-associated)
MIR133B	1	MIRN133B|miRNA133B|mir-133b	microRNA 133b
AICDA	1	AID|ARP2|CDA2|HEL-S-284|HIGM2	activation-induced cytidine deaminase
MIR31	1	MIRN31|hsa-mir-31|miR-31	microRNA 31
MIR32	1	MIRN32|hsa-mir-32|miR-32|miRNA32	microRNA 32
HUWE1	1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
MAN1B1	1	ERMAN1|MANA-ER|MRT15	mannosidase, alpha, class 1B, member 1
SLC25A13	1	ARALAR2|CITRIN|CTLN2	solute carrier family 25 (aspartate/glutamate carrier), member 13
SLC25A10	1	DIC	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
NFE2L3	1	NRF3	nuclear factor, erythroid 2 like 3
UTP14A	1	NYCO16|SDCCAG16|dJ537K23.3	UTP14A small subunit processome component
CNOT1	1	AD-005|CDC39|NOT1|NOT1H	CCR4-NOT transcription complex subunit 1
PTPN13	1	FAP-1|PNP1|PTP-BAS|PTP-BL|PTP1E|PTPL1|PTPLE|hPTP1E	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)
GNG2	1	-	guanine nucleotide binding protein (G protein), gamma 2
MIR155	1	MIRN155|miRNA155|mir-155	microRNA 155
TYR	1	ATN|CMM8|OCA1|OCA1A|OCAIA|SHEP3	tyrosinase
SNX5	1	-	sorting nexin 5
MIR150	1	MIRN150|miRNA150|mir-150	microRNA 150
WIF1	1	WIF-1	WNT inhibitory factor 1
SMARCE1	1	BAF57	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
SLC29A1	1	ENT1	solute carrier family 29 (equilibrative nucleoside transporter), member 1
ADORA2A	1	A2aR|ADORA2|RDC8	adenosine A2a receptor
CCDC120	1	JM11	coiled-coil domain containing 120
CCNE2	1	CYCE2	cyclin E2
MKL2	1	MRTF-B|MRTFB|NPD001	MKL/myocardin-like 2
ITPKB	1	IP3-3KB|IP3K|IP3K-B|IP3KB|PIG37	inositol-trisphosphate 3-kinase B
ZNF844	1	-	zinc finger protein 844
MRAS	1	M-RAs|R-RAS3|RRAS3	muscle RAS oncogene homolog
MLLT11	1	AF1Q	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
SMYD4	1	ZMYND21	SET and MYND domain containing 4
DAP3	1	DAP-3|MRP-S29|MRPS29|bMRP-10	death associated protein 3
UHRF1BP1L	1	SHIP164	UHRF1 binding protein 1-like
EIF4E	1	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F|eIF-4E	eukaryotic translation initiation factor 4E
IRF6	1	LPS|OFC6|PIT|PPS|PPS1|VWS|VWS1	interferon regulatory factor 6
CEP170	1	FAM68A|KAB|KIAA0470	centrosomal protein 170kDa
TUBB	1	CDCBM6|M40|OK/SW-cl.56|TUBB1|TUBB5	tubulin beta class I
MAOA	1	MAO-A	monoamine oxidase A
SNX29	1	A-388D4.1|RUNDC2A	sorting nexin 29
SNX25	1	MSTP043|SBBI31	sorting nexin 25
RFC4	1	A1|RFC37	replication factor C subunit 4
ZFHX3	1	ATBF1|ATBT|ZNF927	zinc finger homeobox 3
KIF14	1	MKS12	kinesin family member 14
FABP5	1	E-FABP|EFABP|KFABP|PA-FABP|PAFABP	fatty acid binding protein 5 (psoriasis-associated)
CBX3	1	HECH|HP1-GAMMA|HP1Hs-gamma	chromobox 3
TRIP13	1	16E1BP	thyroid hormone receptor interactor 13
NLRP3	1	AGTAVPRL|AII|AVP|C1orf7|CIAS1|CLR1.1|FCAS|FCAS1|FCU|MWS|NALP3|PYPAF1	NLR family, pyrin domain containing 3
MIR204	1	MIRN204|miRNA204|mir-204	microRNA 204
MIR205	1	MIRN205|mir-205	microRNA 205
HNRNPK	1	AUKS|CSBP|HNRPK|TUNP	heterogeneous nuclear ribonucleoprotein K
ACVR2B	1	ACTRIIB|ActR-IIB|HTX4	activin A receptor type IIB
MIR196B	1	MIRN196B|miR-196b|miRNA196B	microRNA 196b
ASCL1	1	ASH1|HASH1|MASH1|bHLHa46	achaete-scute family bHLH transcription factor 1
DAB2IP	1	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein
GAPDH	1	G3PD|GAPD|HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase
COL5A3	1	-	collagen, type V, alpha 3
COL5A1	1	EDSC	collagen, type V, alpha 1
IGF2BP3	1	CT98|IMP-3|IMP3|KOC|KOC1|VICKZ3	insulin like growth factor 2 mRNA binding protein 3
MIR20A	1	MIR20|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a	microRNA 20a
MIR20B	1	MIRN20B|hsa-mir-20b|mir-20b	microRNA 20b
OMD	1	OSAD|SLRR2C	osteomodulin
ALDH2	1	ALDH-E2|ALDHI|ALDM	aldehyde dehydrogenase 2 family (mitochondrial)
RAD52	1	-	RAD52 homolog, DNA repair protein
NEU1	1	NANH|NEU|SIAL1	neuraminidase 1 (lysosomal sialidase)
SRCAP	1	DOMO1|EAF1|FLHS|SWR1	Snf2-related CREBBP activator protein
